18-dic-2025;;;;;;;;;;;
iShares Core MSCI Japan IMI UCITS ETF;;;;;;;;;;;
Inception Date;25/09/2009;;;;;;;;;;
Fund Holdings as of;18/12/2025;;;;;;;;;;
Number of Securities;957,00;;;;;;;;;;
Shares Outstanding;101.620.596,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
7270;SUBARU CORP;Consumi Discrezionali;Azionario;16.502.783,12;0,23;16.502.783,12;744.900,00;22,15;Giappone;Tokyo Stock Exchange;JPY
9101;NIPPON YUSEN;Industriali;Azionario;16.388.858,53;0,23;16.388.858,53;517.500,00;31,67;Giappone;Tokyo Stock Exchange;JPY
9532;OSAKA GAS LTD;Imprese di servizi di pubblica utilità;Azionario;15.943.989,20;0,22;15.943.989,20;455.800,00;34,98;Giappone;Tokyo Stock Exchange;JPY
2503;KIRIN HOLDINGS LTD;Generi di largo consumo;Azionario;15.285.613,49;0,21;15.285.613,49;991.700,00;15,41;Giappone;Tokyo Stock Exchange;JPY
8473;SBI HOLDINGS INC;Finanziari;Azionario;15.019.657,49;0,21;15.019.657,49;711.832,00;21,10;Giappone;Tokyo Stock Exchange;JPY
7532;PAN PACIFIC INTERNATIONAL HOLDINGS;Consumi Discrezionali;Azionario;14.794.400,78;0,21;14.794.400,78;2.373.100,00;6,23;Giappone;Tokyo Stock Exchange;JPY
8601;DAIWA SECURITIES GROUP INC;Finanziari;Azionario;14.722.355,59;0,20;14.722.355,59;1.706.400,00;8,63;Giappone;Tokyo Stock Exchange;JPY
285A;KIOXIA HOLDINGS CORP;IT;Azionario;14.539.059,44;0,20;14.539.059,44;237.800,00;61,14;Giappone;Tokyo Stock Exchange;JPY
3407;ASAHI KASEI CORP;Materiali;Azionario;14.376.744,67;0,20;14.376.744,67;1.630.500,00;8,82;Giappone;Tokyo Stock Exchange;JPY
8697;JAPAN EXCHANGE GROUP INC;Finanziari;Azionario;13.740.831,27;0,19;13.740.831,27;1.278.300,00;10,75;Giappone;Tokyo Stock Exchange;JPY
6361;EBARA CORP;Industriali;Azionario;13.487.272,49;0,19;13.487.272,49;588.300,00;22,93;Giappone;Tokyo Stock Exchange;JPY
7012;KAWASAKI HEAVY INDUSTRIES LTD;Industriali;Azionario;13.217.988,36;0,18;13.217.988,36;186.400,00;70,91;Giappone;Tokyo Stock Exchange;JPY
6594;NIDEC CORP;Industriali;Azionario;13.213.599,28;0,18;13.213.599,28;1.032.300,00;12,80;Giappone;Tokyo Stock Exchange;JPY
8795;T&D HOLDINGS INC;Finanziari;Azionario;13.197.130,09;0,18;13.197.130,09;580.200,00;22,75;Giappone;Tokyo Stock Exchange;JPY
6504;FUJI ELECTRIC LTD;Industriali;Azionario;12.881.513,39;0,18;12.881.513,39;179.700,00;71,68;Giappone;Tokyo Stock Exchange;JPY
9502;CHUBU ELECTRIC POWER INC;Imprese di servizi di pubblica utilità;Azionario;12.876.782,28;0,18;12.876.782,28;855.400,00;15,05;Giappone;Tokyo Stock Exchange;JPY
4684;OBIC LTD;IT;Azionario;12.831.208,97;0,18;12.831.208,97;406.400,00;31,57;Giappone;Tokyo Stock Exchange;JPY
6383;DAIFUKU LTD;Industriali;Azionario;12.721.071,07;0,18;12.721.071,07;411.800,00;30,89;Giappone;Tokyo Stock Exchange;JPY
9104;MITSUI OSK LINES LTD;Industriali;Azionario;12.669.459,64;0,18;12.669.459,64;435.700,00;29,08;Giappone;Tokyo Stock Exchange;JPY
7453;RYOHIN KEIKAKU LTD;Consumi Discrezionali;Azionario;12.246.128,77;0,17;12.246.128,77;640.600,00;19,12;Giappone;Tokyo Stock Exchange;JPY
7259;AISIN CORP;Consumi Discrezionali;Azionario;12.154.424,76;0,17;12.154.424,76;640.000,00;18,99;Giappone;Tokyo Stock Exchange;JPY
5713;SUMITOMO METAL MINING LTD;Materiali;Azionario;11.695.305,54;0,16;11.695.305,54;313.700,00;37,28;Giappone;Tokyo Stock Exchange;JPY
4755;RAKUTEN GROUP INC;Consumi Discrezionali;Azionario;11.373.406,92;0,16;11.373.406,92;1.883.800,00;6,04;Giappone;Tokyo Stock Exchange;JPY
3402;TORAY INDUSTRIES INC;Materiali;Azionario;11.371.115,75;0,16;11.371.115,75;1.744.300,00;6,52;Giappone;Tokyo Stock Exchange;JPY
3659;NEXON LTD;Comunicazione;Azionario;11.204.283,87;0,16;11.204.283,87;466.106,00;24,04;Giappone;Tokyo Stock Exchange;JPY
1803;SHIMIZU CORP;Industriali;Azionario;10.972.171,40;0,15;10.972.171,40;647.200,00;16,95;Giappone;Tokyo Stock Exchange;JPY
4062;IBIDEN LTD;IT;Azionario;10.900.768,27;0,15;10.900.768,27;152.000,00;71,72;Giappone;Tokyo Stock Exchange;JPY
7186;YOKOHAMA FINANCIAL GROUP INC;Finanziari;Azionario;10.690.599,83;0,15;10.690.599,83;1.303.700,00;8,20;Giappone;Tokyo Stock Exchange;JPY
7202;ISUZU MOTORS LTD;Consumi Discrezionali;Azionario;10.641.012,25;0,15;10.641.012,25;687.500,00;15,48;Giappone;Tokyo Stock Exchange;JPY
9021;WEST JAPAN RAILWAY;Industriali;Azionario;10.227.484,01;0,14;10.227.484,01;514.500,00;19,88;Giappone;Tokyo Stock Exchange;JPY
7309;SHIMANO INC;Consumi Discrezionali;Azionario;10.086.727,31;0,14;10.086.727,31;94.800,00;106,40;Giappone;Tokyo Stock Exchange;JPY
9697;CAPCOM LTD;Comunicazione;Azionario;9.888.809,67;0,14;9.888.809,67;437.100,00;22,62;Giappone;Tokyo Stock Exchange;JPY
4689;LY CORP;Comunicazione;Azionario;9.803.379,73;0,14;9.803.379,73;3.639.300,00;2,69;Giappone;Tokyo Stock Exchange;JPY
4523;EISAI LTD;Salute;Azionario;9.519.864,35;0,13;9.519.864,35;323.100,00;29,46;Giappone;Tokyo Stock Exchange;JPY
8593;MITSUBISHI HC CAPITAL INC;Finanziari;Azionario;9.479.344,24;0,13;9.479.344,24;1.149.680,00;8,25;Giappone;Tokyo Stock Exchange;JPY
5411;JFE HOLDINGS INC;Materiali;Azionario;9.297.400,11;0,13;9.297.400,11;735.400,00;12,64;Giappone;Tokyo Stock Exchange;JPY
6479;MINEBEA MITSUMI INC;Industriali;Azionario;9.290.838,82;0,13;9.290.838,82;466.025,00;19,94;Giappone;Tokyo Stock Exchange;JPY
4188;MITSUBISHI CHEMICAL GROUP CORP;Materiali;Azionario;9.169.131,12;0,13;9.169.131,12;1.607.000,00;5,71;Giappone;Tokyo Stock Exchange;JPY
9843;NITORI HOLDINGS LTD;Consumi Discrezionali;Azionario;9.136.808,00;0,13;9.136.808,00;492.100,00;18,57;Giappone;Tokyo Stock Exchange;JPY
3626;TIS INC;IT;Azionario;9.136.931,43;0,13;9.136.931,43;268.000,00;34,09;Giappone;Tokyo Stock Exchange;JPY
6841;YOKOGAWA ELECTRIC CORP;IT;Azionario;9.096.994,44;0,13;9.096.994,44;287.600,00;31,63;Giappone;Tokyo Stock Exchange;JPY
8951;NIPPON BUILDING FUND REIT INC;Immobili;Azionario;9.096.994,44;0,13;9.096.994,44;9.840,00;924,49;Giappone;Tokyo Stock Exchange;JPY
7911;TOPPAN HOLDINGS INC;Industriali;Azionario;8.959.600,12;0,12;8.959.600,12;296.200,00;30,25;Giappone;Tokyo Stock Exchange;JPY
7912;DAI NIPPON PRINTING LTD;Industriali;Azionario;8.771.868,27;0,12;8.771.868,27;504.500,00;17,39;Giappone;Tokyo Stock Exchange;JPY
7272;YAMAHA MOTOR LTD;Consumi Discrezionali;Azionario;8.589.318,85;0,12;8.589.318,85;1.128.400,00;7,61;Giappone;Tokyo Stock Exchange;JPY
6586;MAKITA CORP;Industriali;Azionario;8.529.878,81;0,12;8.529.878,81;280.800,00;30,38;Giappone;Tokyo Stock Exchange;JPY
5201;AGC INC;Industriali;Azionario;8.484.222,57;0,12;8.484.222,57;253.200,00;33,51;Giappone;Tokyo Stock Exchange;JPY
9024;SEIBU HOLDINGS INC;Industriali;Azionario;8.197.283,10;0,11;8.197.283,10;280.600,00;29,21;Giappone;Tokyo Stock Exchange;JPY
6506;YASKAWA ELECTRIC CORP;Industriali;Azionario;8.195.956,15;0,11;8.195.956,15;290.000,00;28,26;Giappone;Tokyo Stock Exchange;JPY
7735;SCREEN HOLDINGS LTD;IT;Azionario;8.189.810,02;0,11;8.189.810,02;99.600,00;82,23;Giappone;Tokyo Stock Exchange;JPY
2801;KIKKOMAN CORP;Generi di largo consumo;Azionario;8.149.276,42;0,11;8.149.276,42;868.800,00;9,38;Giappone;Tokyo Stock Exchange;JPY
5831;SHIZUOKA FINANCIAL GROUP INC;Finanziari;Azionario;8.139.014,43;0,11;8.139.014,43;529.700,00;15,37;Giappone;Tokyo Stock Exchange;JPY
4004;RESONAC HOLDINGS;Materiali;Azionario;8.138.066,80;0,11;8.138.066,80;218.700,00;37,21;Giappone;Tokyo Stock Exchange;JPY
2768;SOJITZ CORP;Industriali;Azionario;8.104.140,02;0,11;8.104.140,02;263.660,00;30,74;Giappone;Tokyo Stock Exchange;JPY
4612;NIPPON PAINT HOLDINGS LTD;Materiali;Azionario;8.053.152,46;0,11;8.053.152,46;1.209.100,00;6,66;Giappone;Tokyo Stock Exchange;JPY
9501;TOKYO ELECTRIC POWER HOLDINGS INC;Imprese di servizi di pubblica utilità;Azionario;8.011.337,36;0,11;8.011.337,36;1.940.700,00;4,13;Giappone;Tokyo Stock Exchange;JPY
7701;SHIMADZU CORP;IT;Azionario;7.985.351,51;0,11;7.985.351,51;291.500,00;27,39;Giappone;Tokyo Stock Exchange;JPY
8729;SONY FINANCIAL GROUP INC;Finanziari;Azionario;7.978.773,54;0,11;7.978.773,54;7.694.100,00;1,04;Giappone;Tokyo Stock Exchange;JPY
8113;UNICHARM CORP;Generi di largo consumo;Azionario;7.971.414,57;0,11;7.971.414,57;1.367.200,00;5,83;Giappone;Tokyo Stock Exchange;JPY
