15-dic-2025;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;15/12/2025;;;;;;;;;;
Number of Securities;3.022,00;;;;;;;;;;
Shares Outstanding;709.449.982,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
2268;WUXI XDC CAYMAN INC;Salute;Azionario;7.877.305,82;0,02;7.877.305,82;891.000,00;8,84;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3800;GCL TECHNOLOGY HOLDINGS LTD;IT;Azionario;7.867.204,24;0,02;7.867.204,24;57.217.000,00;0,14;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
028050;SAMSUNG E&A LTD;Industriali;Azionario;7.850.409,97;0,02;7.850.409,97;458.241,00;17,13;Corea;Korea Exchange (Stock Market);KRW
277810;RAINBOW ROBOTICS;Industriali;Azionario;7.851.038,33;0,02;7.851.038,33;24.135,00;325,30;Corea;Korea Exchange (Kosdaq);KRW
SALIK;SALIK COMPANY P.J.S.C;Industriali;Azionario;7.819.481,59;0,02;7.819.481,59;4.632.160,00;1,69;Emirati Arabi Uniti;Dubai Financial Market;AED
003490;KOREAN AIR LINES LTD;Industriali;Azionario;7.778.516,18;0,02;7.778.516,18;510.800,00;15,23;Corea;Korea Exchange (Stock Market);KRW
LTOD;LARSEN AND TOUBRO SPONSORED GDR RE;Industriali;Azionario;7.767.820,10;0,02;7.767.820,10;171.286,00;45,35;India;London Stock Exchange;USD
BLUESTARCO;BLUE STAR LTD;Industriali;Azionario;7.768.409,29;0,02;7.768.409,29;390.243,00;19,91;India;National Stock Exchange Of India;INR
NMDC;NMDC LTD;Materiali;Azionario;7.739.597,82;0,02;7.739.597,82;8.940.073,00;0,87;India;National Stock Exchange Of India;INR
BFT;BENEFIT SYSTEMS SA;Industriali;Azionario;7.732.104,58;0,02;7.732.104,58;8.293,00;932,37;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
QIIK;QATAR INTERNATIONAL ISLAMIC BANK;Finanziari;Azionario;7.684.555,53;0,02;7.684.555,53;2.476.059,00;3,10;Qatar;Qatar Exchange;QAR
DIC;DUBAI INVESTMENT;Industriali;Azionario;7.675.131,39;0,02;7.675.131,39;7.577.748,00;1,01;Emirati Arabi Uniti;Dubai Financial Market;AED
VESTA*;CORPORACION INMOBILIARIA VESTA;Immobili;Azionario;7.635.984,65;0,02;7.635.984,65;2.435.130,00;3,14;Messico;Bolsa Mexicana De Valores;MXN
867;CHINA MEDICAL SYSTEM HOLDINGS LTD;Salute;Azionario;7.625.145,37;0,02;7.625.145,37;4.475.000,00;1,70;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MABANEE;MABANEE COMPANY;Immobili;Azionario;7.611.446,37;0,02;7.611.446,37;2.139.151,00;3,56;Kuwait;Kuwait Stock Exchange;KWD
141080;LIGA CHEM BIO INC;Salute;Azionario;7.606.588,49;0,02;7.606.588,49;62.895,00;120,94;Corea;Korea Exchange (Kosdaq);KRW
138930;BNK FINANCIAL GROUP INC;Finanziari;Azionario;7.593.263,43;0,02;7.593.263,43;725.287,00;10,47;Corea;Korea Exchange (Stock Market);KRW
TORNTPOWER;TORRENT POWER LTD;Imprese di servizi di pubblica utilità;Azionario;7.587.520,52;0,02;7.587.520,52;532.563,00;14,25;India;National Stock Exchange Of India;INR
763;ZTE CORP H;IT;Azionario;7.589.739,44;0,02;7.589.739,44;2.123.040,00;3,57;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
UGPA3;ULTRAPAR PARTICIPOES SA;Consumi Discrezionali;Azionario;7.571.600,74;0,02;7.571.600,74;1.880.716,00;4,03;Brasile;XBSP;BRL
SDG;SD GUTHRIE;Generi di largo consumo;Azionario;7.543.205,86;0,02;7.543.205,86;5.770.200,00;1,31;Malesia;Bursa Malaysia;MYR
272210;HANWHA SYSTEMS LTD;Industriali;Azionario;7.535.279,49;0,02;7.535.279,49;210.325,00;35,83;Corea;Korea Exchange (Stock Market);KRW
ALOS3;ALLOS SA;Immobili;Azionario;7.496.345,87;0,02;7.496.345,87;1.377.986,00;5,44;Brasile;XBSP;BRL
RHBBANK;RHB BANK;Finanziari;Azionario;7.487.281,85;0,02;7.487.281,85;4.069.283,00;1,84;Malesia;Bursa Malaysia;MYR
034220;LG DISPLAY LTD;IT;Azionario;7.483.130,10;0,02;7.483.130,10;894.912,00;8,36;Corea;Korea Exchange (Stock Market);KRW
GBK;GULF BANK;Finanziari;Azionario;7.480.209,70;0,02;7.480.209,70;6.171.173,00;1,21;Kuwait;Kuwait Stock Exchange;KWD
1898;CHINA COAL ENERGY LTD H;Energia;Azionario;7.453.081,81;0,02;7.453.081,81;5.703.000,00;1,31;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
KLBN11;KLABIN UNITS SA;Materiali;Azionario;7.437.955,20;0,02;7.437.955,20;2.093.984,00;3,55;Brasile;XBSP;BRL
LREN3;LOJAS RENNER SA;Consumi Discrezionali;Azionario;7.426.716,45;0,02;7.426.716,45;2.772.829,00;2,68;Brasile;XBSP;BRL
ICICIPRULI;ICICI PRUDENTIAL LIFE INSURANCE CO;Finanziari;Azionario;7.426.965,75;0,02;7.426.965,75;1.039.131,00;7,15;India;National Stock Exchange Of India;INR
ZYDUSLIFE;ZYDUS LIFESCIENCES LTD;Salute;Azionario;7.417.298,65;0,02;7.417.298,65;730.251,00;10,16;India;National Stock Exchange Of India;INR
090430;AMOREPACIFIC CORP;Generi di largo consumo;Azionario;7.407.222,34;0,02;7.407.222,34;88.800,00;83,41;Corea;Korea Exchange (Stock Market);KRW
MISC;MISC;Industriali;Azionario;7.399.002,57;0,02;7.399.002,57;3.968.600,00;1,86;Malesia;Bursa Malaysia;MYR
8010;THE COOPERATIVE INSURANCE;Finanziari;Azionario;7.394.218,60;0,02;7.394.218,60;227.782,00;32,46;Arabia Saudita;Saudi Stock Exchange;SAR
006260;LS CORP;Industriali;Azionario;7.373.139,94;0,02;7.373.139,94;57.998,00;127,13;Corea;Korea Exchange (Stock Market);KRW
144;CHINA MERCHANTS PORT HOLDINGS LTD;Industriali;Azionario;7.349.330,49;0,02;7.349.330,49;3.592.470,00;2,05;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
6409;VOLTRONIC POWER TECHNOLOGY CORP;Industriali;Azionario;7.333.941,98;0,02;7.333.941,98;230.747,00;31,78;Taiwan;Taiwan Stock Exchange;TWD
000250;SAM CHUN DANG PHARM LTD;Salute;Azionario;7.328.106,90;0,02;7.328.106,90;46.664,00;157,04;Corea;Korea Exchange (Kosdaq);KRW
M&MFIN;MAHINDRA AND MAHINDRA FINANCIAL SE;Finanziari;Azionario;7.288.263,03;0,02;7.288.263,03;1.898.626,00;3,84;India;National Stock Exchange Of India;INR
YTLPOWR;YTL POWER INTERNATIONAL;Imprese di servizi di pubblica utilità;Azionario;7.276.621,53;0,02;7.276.621,53;8.916.040,00;0,82;Malesia;Bursa Malaysia;MYR
UNTR;UNITED TRACTORS;Energia;Azionario;7.273.522,95;0,02;7.273.522,95;4.275.600,00;1,70;Indonesia;Indonesia Stock Exchange;IDR
TERA.E;TERA YATIRIM MENKUL DEGERLER A.S.;Finanziari;Azionario;7.253.428,20;0,02;7.253.428,20;954.390,00;7,60;Turchia;Istanbul Stock Exchange;TRY
1102;ASIA CEMENT CORP;Materiali;Azionario;7.215.200,60;0,02;7.215.200,60;5.909.400,00;1,22;Taiwan;Taiwan Stock Exchange;TWD
MER;MANILA ELECTRIC;Imprese di servizi di pubblica utilità;Azionario;7.205.986,96;0,02;7.205.986,96;717.500,00;10,04;Filippine;Philippine Stock Exchange Inc.;PHP
SM;SM INVESTMENTS CORP;Industriali;Azionario;7.160.362,00;0,02;7.160.362,00;599.268,00;11,95;Filippine;Philippine Stock Exchange Inc.;PHP
2377;MICRO-STAR INTERNATIONAL LTD;IT;Azionario;7.157.594,40;0,02;7.157.594,40;2.223.000,00;3,22;Taiwan;Taiwan Stock Exchange;TWD
916;CHINA LONGYUAN POWER GROUP CORP LT;Imprese di servizi di pubblica utilità;Azionario;7.144.307,02;0,02;7.144.307,02;8.152.000,00;0,88;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
LTF;L&T FINANCE LTD;Finanziari;Azionario;7.138.419,49;0,02;7.138.419,49;2.122.896,00;3,36;India;National Stock Exchange Of India;INR
323410;KAKAOBANK CORP;Finanziari;Azionario;7.121.312,22;0,02;7.121.312,22;486.088,00;14,65;Corea;Korea Exchange (Stock Market);KRW
489;DONGFENG MOTOR GROUP LTD H;Consumi Discrezionali;Azionario;7.102.034,84;0,02;7.102.034,84;6.252.000,00;1,14;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
5536;ACTER CORP LTD;Industriali;Azionario;7.091.923,43;0,02;7.091.923,43;269.000,00;26,36;Taiwan;Gretai Securities Market;TWD
BDX;BUDIMEX SA;Industriali;Azionario;7.077.205,75;0,02;7.077.205,75;38.871,00;182,07;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
9896;MINISO GROUP HOLDING LTD;Consumi Discrezionali;Azionario;7.056.685,28;0,02;7.056.685,28;1.423.400,00;4,96;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2353;ACER;IT;Azionario;7.051.835,28;0,02;7.051.835,28;8.284.850,00;0,85;Taiwan;Taiwan Stock Exchange;TWD
1402;FAR EASTERN NEW CENTURY CORP;Industriali;Azionario;7.036.358,77;0,02;7.036.358,77;7.799.294,00;0,90;Taiwan;Taiwan Stock Exchange;TWD
CPF.R;CHAROEN POKPHAND FOODS NON-VOTING;Generi di largo consumo;Azionario;7.038.795,45;0,02;7.038.795,45;10.789.100,00;0,65;Tailandia;Stock Exchange Of Thailand;THB
PLN;PLN CASH;Liquidità e/o derivati;Contanti;7.028.663,86;0,02;7.028.663,86;25.216.386,00;27,87;Polonia;--;PLN
257;CHINA EVERBRIGHT ENVIRONMENT GROUP;Industriali;Azionario;7.004.487,15;0,02;7.004.487,15;10.793.776,00;0,65;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
NHPC;NHPC LTD;Imprese di servizi di pubblica utilità;Azionario;6.993.809,38;0,02;6.993.809,38;8.218.813,00;0,85;India;National Stock Exchange Of India;INR
010950;S-OIL CORP;Energia;Azionario;6.987.585,80;0,02;6.987.585,80;118.964,00;58,74;Corea;Korea Exchange (Stock Market);KRW
UNOMINDA;UNO MINDA LTD;Consumi Discrezionali;Azionario;6.982.875,94;0,02;6.982.875,94;511.201,00;13,66;India;National Stock Exchange Of India;INR
SBICARD;SBI CARDS & PAYMENT SERVICES LTD;Finanziari;Azionario;6.963.998,40;0,02;6.963.998,40;726.287,00;9,59;India;National Stock Exchange Of India;INR
2385;CHICONY ELECTRONICS LTD;IT;Azionario;6.953.562,48;0,02;6.953.562,48;1.921.787,00;3,62;Taiwan;Taiwan Stock Exchange;TWD
002714;MUYUAN FOODS LTD A;Generi di largo consumo;Azionario;6.925.500,77;0,02;6.925.500,77;989.981,00;7,00;Cina;Shenzhen Stock Exchange;CNY
2409;AUO CORP;IT;Azionario;6.904.274,99;0,02;6.904.274,99;18.915.000,00;0,37;Taiwan;Taiwan Stock Exchange;TWD
603993;CHINA MOLYBDENUM LTD A;Materiali;Azionario;6.904.415,73;0,02;6.904.415,73;2.710.994,00;2,55;Cina;Shanghai Stock Exchange;CNY
CENER;CENERGY HOLDINGS SA;Industriali;Azionario;6.883.417,71;0,02;6.883.417,71;372.739,00;18,47;Grecia;Athens Exchange S.A. Cash Market;EUR
ENELCHILE;ENEL CHILE SA;Imprese di servizi di pubblica utilità;Azionario;6.872.055,75;0,02;6.872.055,75;85.994.223,00;0,08;Cile;Santiago Stock Exchange;CLP
UNIONBANK;UNION BANK OF INDIA LTD;Finanziari;Azionario;6.859.446,40;0,02;6.859.446,40;4.050.656,00;1,69;India;National Stock Exchange Of India;INR
MAXIS;MAXIS;Comunicazione;Azionario;6.837.610,26;0,02;6.837.610,26;7.138.500,00;0,96;Malesia;Bursa Malaysia;MYR
1164;CGN MINING COMPANY LTD;Energia;Azionario;6.801.225,91;0,02;6.801.225,91;17.240.000,00;0,39;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3323;CHINA NATIONAL BUILDING MATERIAL L;Materiali;Azionario;6.801.615,02;0,02;6.801.615,02;11.096.400,00;0,61;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
9880;UBTECH ROBOTICS CORP LTD H;Industriali;Azionario;6.781.446,81;0,02;6.781.446,81;464.550,00;14,60;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
PAGEIND;PAGE INDUSTRIES LTD;Consumi Discrezionali;Azionario;6.749.223,08;0,02;6.749.223,08;16.668,00;404,92;India;National Stock Exchange Of India;INR
KPITTECH;KPIT TECHNOLOGIES LTD;IT;Azionario;6.738.458,70;0,02;6.738.458,70;506.382,00;13,31;India;National Stock Exchange Of India;INR
000333;MIDEA GROUP LTD A;Consumi Discrezionali;Azionario;6.715.919,40;0,02;6.715.919,40;588.000,00;11,42;Cina;Shenzhen Stock Exchange;CNY
PETRONET;PETRONET LNG LTD;Energia;Azionario;6.684.167,95;0,02;6.684.167,95;2.258.349,00;2,96;India;National Stock Exchange Of India;INR
NAVINFLUOR;NAVIN FLUORINE INTERNATIONAL LTD;Materiali;Azionario;6.674.560,86;0,02;6.674.560,86;98.569,00;67,71;India;National Stock Exchange Of India;INR
2347;SYNNEX TECHNOLOGY INTERNATIONAL CO;IT;Azionario;6.676.572,04;0,02;6.676.572,04;3.519.900,00;1,90;Taiwan;Taiwan Stock Exchange;TWD
JSWENERGY;JSW ENERGY LTD;Imprese di servizi di pubblica utilità;Azionario;6.672.002,83;0,02;6.672.002,83;1.244.477,00;5,36;India;National Stock Exchange Of India;INR
SONACOMS;SONA BLW PRECISION FORGINGS LTD;Consumi Discrezionali;Azionario;6.669.631,82;0,02;6.669.631,82;1.242.885,00;5,37;India;National Stock Exchange Of India;INR
300476;VICTORY GIANT TECHNOLOGY HUIZHOU L;IT;Azionario;6.614.859,05;0,02;6.614.859,05;161.700,00;40,91;Cina;Shenzhen Stock Exchange;CNY
DELHIVERY;DELHIVERY LTD;Industriali;Azionario;6.615.965,80;0,02;6.615.965,80;1.474.012,00;4,49;India;National Stock Exchange Of India;INR
3360;FAR EAST HORIZON LTD;Finanziari;Azionario;6.614.026,05;0,02;6.614.026,05;6.034.000,00;1,10;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
MINT.R;MINOR INTERNATIONAL PUBLIC NON-VOT;Consumi Discrezionali;Azionario;6.603.631,04;0,02;6.603.631,04;8.682.117,00;0,76;Tailandia;Stock Exchange Of Thailand;THB
MBRF3;MARFRIG GLOBAL FOODS SA;Generi di largo consumo;Azionario;6.597.164,83;0,02;6.597.164,83;1.764.415,00;3,74;Brasile;XBSP;BRL
HTO;HELLENIC TELECOMMUNICATIONS ORGANI;Comunicazione;Azionario;6.587.316,58;0,02;6.587.316,58;328.269,00;20,07;Grecia;Athens Exchange S.A. Cash Market;EUR
JKCEMENT;J.K. CEMENT LTD;Materiali;Azionario;6.571.114,36;0,02;6.571.114,36;105.228,00;62,45;India;National Stock Exchange Of India;INR
1258;CHINA NONFERROUS MINING CORPORATIO;Materiali;Azionario;6.556.904,12;0,02;6.556.904,12;3.335.000,00;1,97;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
APN;ASPEN PHARMACARE LTD;Salute;Azionario;6.511.873,24;0,02;6.511.873,24;1.147.304,00;5,68;Sud Africa;Johannesburg Stock Exchange;ZAR
6181;LAOPU GOLD LTD H;Consumi Discrezionali;Azionario;6.512.667,13;0,02;6.512.667,13;76.500,00;85,13;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
9910;FENG TAY ENTERPRISES LTD;Consumi Discrezionali;Azionario;6.512.823,74;0,02;6.512.823,74;1.681.461,00;3,87;Taiwan;Taiwan Stock Exchange;TWD
2337;MACRONIX INTERNATIONAL LTD;IT;Azionario;6.475.659,95;0,02;6.475.659,95;5.352.615,00;1,21;Taiwan;Taiwan Stock Exchange;TWD
JSL;JINDAL STAINLESS LTD;Materiali;Azionario;6.459.062,08;0,02;6.459.062,08;735.280,00;8,78;India;National Stock Exchange Of India;INR
601601;CHINA PACIFIC INSURANCE (GROUP) LT;Finanziari;Azionario;6.455.748,37;0,02;6.455.748,37;1.148.293,00;5,62;Cina;Shanghai Stock Exchange;CNY
128940;HANMI PHARM LTD;Salute;Azionario;6.436.615,54;0,02;6.436.615,54;21.134,00;304,56;Corea;Korea Exchange (Stock Market);KRW
CHOLAHLDNG;CHOLAMANDALAM FINANCIAL HOLDINGS L;Finanziari;Azionario;6.433.963,58;0,02;6.433.963,58;307.397,00;20,93;India;National Stock Exchange Of India;INR
8046;NAN YA PRINTED CIRCUIT BOARD CORP;IT;Azionario;6.419.242,23;0,02;6.419.242,23;757.000,00;8,48;Taiwan;Taiwan Stock Exchange;TWD
ADNOCLS;ADNOC LOGISTICS & SERVICES PLC;Energia;Azionario;6.412.460,88;0,02;6.412.460,88;4.032.823,00;1,59;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
066970;L&F LTD;Industriali;Azionario;6.409.648,47;0,02;6.409.648,47;74.006,00;86,61;Corea;Korea Exchange (Stock Market);KRW
TM;TELEKOM MALAYSIA;Comunicazione;Azionario;6.407.824,80;0,02;6.407.824,80;3.315.300,00;1,93;Malesia;Bursa Malaysia;MYR
241560;DOOSAN BOBCAT INC;Industriali;Azionario;6.393.562,84;0,02;6.393.562,84;152.922,00;41,81;Corea;Korea Exchange (Stock Market);KRW
IPCALAB;IPCA LABORATORIES LTD;Salute;Azionario;6.395.823,70;0,02;6.395.823,70;402.942,00;15,87;India;National Stock Exchange Of India;INR
300760;SHENZHEN MINDRAY BIO-MEDICAL ELECT;Salute;Azionario;6.383.099,93;0,02;6.383.099,93;228.100,00;27,98;Cina;Shenzhen Stock Exchange;CNY
SUPREMEIND;SUPREME INDUSTRIES LTD;Materiali;Azionario;6.370.489,83;0,02;6.370.489,83;176.656,00;36,06;India;National Stock Exchange Of India;INR
1044;HENGAN INTERNATIONAL GROUP LTD;Generi di largo consumo;Azionario;6.372.952,79;0,02;6.372.952,79;1.712.500,00;3,72;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
CPIN;CHAROEN POKPHAND INDONESIA;Generi di largo consumo;Azionario;6.360.090,19;0,02;6.360.090,19;23.091.700,00;0,28;Indonesia;Indonesia Stock Exchange;IDR
INL;INVESTEC LTD;Finanziari;Azionario;6.348.447,83;0,02;6.348.447,83;893.158,00;7,11;Sud Africa;Johannesburg Stock Exchange;ZAR
PGE;PGE POLSKA GRUPA ENERGETYCZNA SA;Imprese di servizi di pubblica utilità;Azionario;6.345.284,78;0,02;6.345.284,78;2.639.075,00;2,40;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
CHDRAUIB;GRUPO COMERCIAL CHEDRAUI;Generi di largo consumo;Azionario;6.340.637,22;0,02;6.340.637,22;869.100,00;7,30;Messico;Bolsa Mexicana De Valores;MXN
960;LONGFOR GROUP HOLDINGS LTD;Immobili;Azionario;6.343.193,54;0,02;6.343.193,54;5.313.500,00;1,19;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
148;KINGBOARD HOLDINGS LTD;IT;Azionario;6.334.705,31;0,02;6.334.705,31;1.828.500,00;3,46;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ASTRAL;ASTRAL LTD;Industriali;Azionario;6.315.775,68;0,02;6.315.775,68;400.569,00;15,77;India;National Stock Exchange Of India;INR
QFLS;QATAR FUEL;Energia;Azionario;6.293.615,13;0,02;6.293.615,13;1.537.923,00;4,09;Qatar;Qatar Exchange;QAR
QFIN;QFIN HOLDINGS ADR INC;Finanziari;Azionario;6.290.756,33;0,02;6.290.756,33;327.473,00;19,21;Cina;NASDAQ;USD
3324;AURAS TECHNOLOGY LTD;IT;Azionario;6.241.930,60;0,02;6.241.930,60;220.000,00;28,37;Taiwan;Gretai Securities Market;TWD
032640;LG UPLUS CORP;Comunicazione;Azionario;6.235.883,55;0,02;6.235.883,55;608.677,00;10,24;Corea;Korea Exchange (Stock Market);KRW
GEKTERNA;GEK TERNA SA;Industriali;Azionario;6.215.437,21;0,02;6.215.437,21;209.687,00;29,64;Grecia;Athens Exchange S.A. Cash Market;EUR
3998;BOSIDENG INTERNATIONAL LTD;Consumi Discrezionali;Azionario;6.210.479,38;0,02;6.210.479,38;10.132.000,00;0,61;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
OIL;OIL INDIA LTD;Energia;Azionario;6.210.552,61;0,02;6.210.552,61;1.396.374,00;4,45;India;National Stock Exchange Of India;INR
180640;HANJIN KAL;Consumi Discrezionali;Azionario;6.181.495,83;0,02;6.181.495,83;75.773,00;81,58;Corea;Korea Exchange (Stock Market);KRW
ALKEM;ALKEM LABORATORIES LTD;Salute;Azionario;6.169.027,41;0,02;6.169.027,41;99.518,00;61,99;India;National Stock Exchange Of India;INR
1133;HARBIN ELECTRIC LTD H;Industriali;Azionario;6.155.989,18;0,02;6.155.989,18;3.032.000,00;2,03;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3898;ZHUZHOU CRRC TIMES ELECTRIC LTD H;Industriali;Azionario;6.152.290,36;0,02;6.152.290,36;1.244.200,00;4,94;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
PCHEM;PETRONAS CHEMICALS GROUP;Materiali;Azionario;6.154.316,43;0,02;6.154.316,43;7.094.800,00;0,87;Malesia;Bursa Malaysia;MYR
AIAENG;AIA ENGINEERING LTD;Industriali;Azionario;6.143.778,80;0,02;6.143.778,80;143.163,00;42,91;India;National Stock Exchange Of India;INR
1030;SAUDI INVESTMENT BANK;Finanziari;Azionario;6.134.796,83;0,02;6.134.796,83;1.743.816,00;3,52;Arabia Saudita;Saudi Stock Exchange;SAR
082740;HANWHA ENGINE LTD;Industriali;Azionario;6.133.902,16;0,02;6.133.902,16;205.764,00;29,81;Corea;Korea Exchange (Stock Market);KRW
BBAJIOO;BANCO DEL BAJIO INSTITUCION DE BAN;Finanziari;Azionario;6.130.356,29;0,02;6.130.356,29;2.229.914,00;2,75;Messico;Bolsa Mexicana De Valores;MXN
KLK;KUALA LUMPUR KEPONG;Generi di largo consumo;Azionario;6.130.379,96;0,02;6.130.379,96;1.267.100,00;4,84;Malesia;Bursa Malaysia;MYR
CDSL;CENTRAL DEPOSITORY SERVICES (INDIA;Finanziari;Azionario;6.125.344,45;0,02;6.125.344,45;366.220,00;16,73;India;National Stock Exchange Of India;INR
YTL;YTL CORPORATION;Imprese di servizi di pubblica utilità;Azionario;6.099.104,02;0,02;6.099.104,02;11.773.860,00;0,52;Malesia;Bursa Malaysia;MYR
3260;ADATA TECHNOLOGY LTD;IT;Azionario;6.061.553,72;0,02;6.061.553,72;1.022.268,00;5,93;Taiwan;Gretai Securities Market;TWD
QEWS;QATAR ELECTRICITY AND WATER;Imprese di servizi di pubblica utilità;Azionario;6.049.493,35;0,02;6.049.493,35;1.482.248,00;4,08;Qatar;Qatar Exchange;QAR
TATAELXSI;TATA ELXSI LTD;IT;Azionario;6.030.351,77;0,02;6.030.351,77;108.380,00;55,64;India;National Stock Exchange Of India;INR
9899;NETEASE CLOUD MUSIC INC;Comunicazione;Azionario;6.032.552,25;0,02;6.032.552,25;245.400,00;24,58;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
058470;LEENO INDUSTRIAL INC;IT;Azionario;6.007.715,96;0,02;6.007.715,96;143.460,00;41,88;Corea;Korea Exchange (Kosdaq);KRW
MBT;METROPOLITAN BANK AND TRUST CO;Finanziari;Azionario;5.996.287,53;0,02;5.996.287,53;5.245.197,00;1,14;Filippine;Philippine Stock Exchange Inc.;PHP
3808;SINOTRUK (HONG KONG) LTD;Industriali;Azionario;5.978.054,34;0,02;5.978.054,34;1.584.500,00;3,77;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
RDF;REDEFINE PROPERTIES LTD;Immobili;Azionario;5.968.293,00;0,02;5.968.293,00;17.386.798,00;0,34;Sud Africa;Johannesburg Stock Exchange;ZAR
5483;SINO-AMERICAN SILICON PRODUCTS INC;IT;Azionario;5.953.392,73;0,02;5.953.392,73;1.849.000,00;3,22;Taiwan;Gretai Securities Market;TWD
2027;TA CHEN STAINLESS PIPE LTD;Materiali;Azionario;5.945.814,27;0,02;5.945.814,27;4.973.634,00;1,20;Taiwan;Taiwan Stock Exchange;TWD
316;ORIENT OVERSEAS (INTERNATIONAL) LT;Industriali;Azionario;5.914.410,91;0,02;5.914.410,91;368.500,00;16,05;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ENELAM;ENEL AMERICAS SA;Imprese di servizi di pubblica utilità;Azionario;5.907.218,28;0,02;5.907.218,28;61.763.849,00;0,10;Cile;Santiago Stock Exchange;CLP
NESTLE;NESTLE MALAYSIA;Generi di largo consumo;Azionario;5.907.926,70;0,02;5.907.926,70;215.300,00;27,44;Malesia;Bursa Malaysia;MYR
TATACOMM;TATA COMMUNICATIONS LTD;Comunicazione;Azionario;5.897.765,68;0,02;5.897.765,68;298.553,00;19,75;India;National Stock Exchange Of India;INR
4300;DAR AL ARKAN REAL ESTATE DEVELOPME;Immobili;Azionario;5.884.653,71;0,02;5.884.653,71;1.445.960,00;4,07;Arabia Saudita;Saudi Stock Exchange;SAR
MOH;MOTOR OIL (HELLAS) CORINTH REFINER;Energia;Azionario;5.882.849,11;0,02;5.882.849,11;163.979,00;35,88;Grecia;Athens Exchange S.A. Cash Market;EUR
600809;SHANXI XINGHUACUN FEN WINE FACTORY;Generi di largo consumo;Azionario;5.843.686,29;0,02;5.843.686,29;229.118,00;25,51;Cina;Shanghai Stock Exchange;CNY
4250;JABAL OMAR DEVELOPMENT;Consumi Discrezionali;Azionario;5.835.265,15;0,02;5.835.265,15;1.416.203,00;4,12;Arabia Saudita;Saudi Stock Exchange;SAR
009830;HANWHA SOLUTIONS CORP;Materiali;Azionario;5.829.197,39;0,02;5.829.197,39;307.883,00;18,93;Corea;Korea Exchange (Stock Market);KRW
INTR;INTER AND CO INC CLASS A;Finanziari;Azionario;5.826.124,55;0,02;5.826.124,55;678.245,00;8,59;Brasile;NASDAQ;USD
1476;ECLAT TEXTILE LTD;Consumi Discrezionali;Azionario;5.810.009,72;0,02;5.810.009,72;467.311,00;12,43;Taiwan;Taiwan Stock Exchange;TWD
BALKRISIND;BALKRISHNA INDUSTRIES LTD;Consumi Discrezionali;Azionario;5.808.182,55;0,02;5.808.182,55;221.372,00;26,24;India;National Stock Exchange Of India;INR
DQ;DAQO NEW ENERGY ADR REPRESENTING;IT;Azionario;5.797.409,80;0,02;5.797.409,80;180.830,00;32,06;Cina;New York Stock Exchange Inc.;USD
002371;NAURA TECHNOLOGY GROUP LTD A;IT;Azionario;5.797.971,63;0,02;5.797.971,63;90.910,00;63,78;Cina;Shenzhen Stock Exchange;CNY
360ONE;360 ONE WAM LTD;Finanziari;Azionario;5.791.049,40;0,02;5.791.049,40;459.023,00;12,62;India;National Stock Exchange Of India;INR
036570;NCSOFT CORP;Comunicazione;Azionario;5.792.002,23;0,02;5.792.002,23;43.204,00;134,06;Corea;Korea Exchange (Stock Market);KRW
SAHOL.E;HACI OMER SABANCI HOLDING A;Finanziari;Azionario;5.780.440,73;0,02;5.780.440,73;2.828.739,00;2,04;Turchia;Istanbul Stock Exchange;TRY
6805;FOSITEK CORP;IT;Azionario;5.781.277,40;0,02;5.781.277,40;117.000,00;49,41;Taiwan;Taiwan Stock Exchange;TWD
