18-dic-2025;;;;;;;;;;;
iShares Edge MSCI World Quality Factor UCITS ETF;;;;;;;;;;;
Inception Date;03/10/2014;;;;;;;;;;
Fund Holdings as of;18/12/2025;;;;;;;;;;
Number of Securities;299,00;;;;;;;;;;
Shares Outstanding;53.800.000,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
CLS;CELESTICA INC;IT;Azionario;5.223.607,71;0,12;5.223.607,71;19.278,00;270,96;Canada;Toronto Stock Exchange;CAD
ATCO B;ATLAS COPCO CLASS B;Industriali;Azionario;5.139.851,17;0,12;5.139.851,17;324.366,00;15,85;Svezia;Nasdaq Omx Nordic;SEK
WPM;WHEATON PRECIOUS METALS CORP;Materiali;Azionario;5.086.068,35;0,12;5.086.068,35;44.025,00;115,53;Canada;Toronto Stock Exchange;CAD
AVB;AVALONBAY COMMUNITIES REIT INC;Immobili;Azionario;5.059.397,91;0,12;5.059.397,91;27.917,00;181,23;Stati Uniti;New York Stock Exchange Inc.;USD
EVO;EVOLUTION;Consumi Discrezionali;Azionario;5.055.781,87;0,12;5.055.781,87;75.240,00;67,20;Svezia;Nasdaq Omx Nordic;SEK
HOLN;HOLCIM LTD AG;Materiali;Azionario;5.025.070,33;0,12;5.025.070,33;52.142,00;96,37;Svizzera;SIX Swiss Exchange;CHF
RJF;RAYMOND JAMES INC;Finanziari;Azionario;4.952.720,64;0,12;4.952.720,64;30.912,00;160,22;Stati Uniti;New York Stock Exchange Inc.;USD
4063;SHIN ETSU CHEMICAL LTD;Materiali;Azionario;4.866.648,24;0,11;4.866.648,24;158.100,00;30,78;Giappone;Tokyo Stock Exchange;JPY
BAM;BROOKFIELD ASSET MANAGEMENT VOTING;Finanziari;Azionario;4.808.660,31;0,11;4.808.660,31;91.802,00;52,38;Canada;Toronto Stock Exchange;CAD
WTW;WILLIS TOWERS WATSON PLC;Finanziari;Azionario;4.721.906,60;0,11;4.721.906,60;14.324,00;329,65;Stati Uniti;NASDAQ;USD
WCP;WHITECAP RESOURCES INC;Energia;Azionario;4.708.085,34;0,11;4.708.085,34;581.812,00;8,09;Canada;Toronto Stock Exchange;CAD
APD;AIR PRODUCTS AND CHEMICALS INC;Materiali;Azionario;4.665.862,50;0,11;4.665.862,50;19.142,00;243,75;Stati Uniti;New York Stock Exchange Inc.;USD
CSGP;COSTAR GROUP INC;Immobili;Azionario;4.663.055,36;0,11;4.663.055,36;71.872,00;64,88;Stati Uniti;NASDAQ;USD
WKL;WOLTERS KLUWER NV;Industriali;Azionario;4.641.958,24;0,11;4.641.958,24;43.623,00;106,41;Paesi Bassi;Euronext Amsterdam;EUR
SLF;SUN LIFE FINANCIAL INC;Finanziari;Azionario;4.590.680,80;0,11;4.590.680,80;74.737,00;61,42;Canada;Toronto Stock Exchange;CAD
UMG;UNIVERSAL MUSIC GROUP NV;Comunicazione;Azionario;4.532.646,49;0,11;4.532.646,49;174.656,00;25,95;Paesi Bassi;Euronext Amsterdam;EUR
BR;BROADRIDGE FINANCIAL SOLUTIONS INC;Industriali;Azionario;4.527.214,58;0,11;4.527.214,58;19.978,00;226,61;Stati Uniti;New York Stock Exchange Inc.;USD
CBOE;CBOE GLOBAL MARKETS INC;Finanziari;Azionario;4.433.040,09;0,10;4.433.040,09;17.827,00;248,67;Stati Uniti;Cboe BZX;USD
VLTO;VERALTO CORP;Industriali;Azionario;4.399.718,97;0,10;4.399.718,97;43.661,00;100,77;Stati Uniti;New York Stock Exchange Inc.;USD
EXPD;EXPEDITORS INTERNATIONAL OF WASHIN;Industriali;Azionario;4.385.801,28;0,10;4.385.801,28;29.099,00;150,72;Stati Uniti;New York Stock Exchange Inc.;USD
PNDORA;PANDORA;Consumi Discrezionali;Azionario;4.312.022,10;0,10;4.312.022,10;39.268,00;109,81;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
EA;ELECTRONIC ARTS INC;Comunicazione;Azionario;4.306.775,80;0,10;4.306.775,80;21.122,00;203,90;Stati Uniti;NASDAQ;USD
6146;DISCO CORP;IT;Azionario;4.260.503,39;0,10;4.260.503,39;15.000,00;284,03;Giappone;Tokyo Stock Exchange;JPY
1925;DAIWA HOUSE INDUSTRY LTD;Immobili;Azionario;4.188.677,87;0,10;4.188.677,87;123.700,00;33,86;Giappone;Tokyo Stock Exchange;JPY
6;POWER ASSETS HOLDINGS LTD;Imprese di servizi di pubblica utilità;Azionario;4.171.143,98;0,10;4.171.143,98;606.031,00;6,88;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
EQR;EQUITY RESIDENTIAL REIT;Immobili;Azionario;4.140.471,65;0,10;4.140.471,65;66.685,00;62,09;Stati Uniti;New York Stock Exchange Inc.;USD
TROW;T ROWE PRICE GROUP INC;Finanziari;Azionario;4.087.235,88;0,10;4.087.235,88;39.559,00;103,32;Stati Uniti;NASDAQ;USD
GIVN;GIVAUDAN SA;Materiali;Azionario;4.040.176,32;0,10;4.040.176,32;1.020,00;3.960,96;Svizzera;SIX Swiss Exchange;CHF
ROL;ROLLINS INC;Industriali;Azionario;3.914.095,51;0,09;3.914.095,51;65.029,00;60,19;Stati Uniti;New York Stock Exchange Inc.;USD
HUBB;HUBBELL INC;Industriali;Azionario;3.873.643,80;0,09;3.873.643,80;8.908,00;434,85;Stati Uniti;New York Stock Exchange Inc.;USD
FNV;FRANCO NEVADA CORP;Materiali;Azionario;3.801.303,13;0,09;3.801.303,13;18.195,00;208,92;Canada;Toronto Stock Exchange;CAD
LPLA;LPL FINANCIAL HOLDINGS INC;Finanziari;Azionario;3.711.883,02;0,09;3.711.883,02;10.523,00;352,74;Stati Uniti;NASDAQ;USD
CON;CONTINENTAL AG;Consumi Discrezionali;Azionario;3.698.980,77;0,09;3.698.980,77;47.290,00;78,22;Germania;Xetra;EUR
AKRBP;AKER BP;Energia;Azionario;3.612.279,26;0,08;3.612.279,26;151.001,00;23,92;Norvegia;Oslo Bors Asa;NOK
RMD;RESMED INC;Salute;Azionario;3.602.352,60;0,08;3.602.352,60;14.852,00;242,55;Stati Uniti;New York Stock Exchange Inc.;USD
JBL;JABIL INC;IT;Azionario;3.595.267,60;0,08;3.595.267,60;16.565,00;217,04;Stati Uniti;New York Stock Exchange Inc.;USD
3;HONG KONG AND CHINA GAS LTD;Imprese di servizi di pubblica utilità;Azionario;3.586.296,25;0,08;3.586.296,25;4.009.000,00;0,89;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
16;SUN HUNG KAI PROPERTIES LTD;Immobili;Azionario;3.556.523,81;0,08;3.556.523,81;295.000,00;12,06;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
4519;CHUGAI PHARMACEUTICAL LTD;Salute;Azionario;3.549.284,13;0,08;3.549.284,13;67.400,00;52,66;Giappone;Tokyo Stock Exchange;JPY
LII;LENNOX INTERNATIONAL INC;Industriali;Azionario;3.501.048,87;0,08;3.501.048,87;7.087,00;494,01;Stati Uniti;New York Stock Exchange Inc.;USD
K;KINROSS GOLD CORP;Materiali;Azionario;3.283.264,16;0,08;3.283.264,16;117.096,00;28,04;Canada;Toronto Stock Exchange;CAD
IMB;IMPERIAL BRANDS PLC;Generi di largo consumo;Azionario;3.272.223,17;0,08;3.272.223,17;76.417,00;42,82;Regno unito;London Stock Exchange;GBP
6920;LASERTEC CORP;IT;Azionario;3.250.634,86;0,08;3.250.634,86;18.000,00;180,59;Giappone;Tokyo Stock Exchange;JPY
HNR1;HANNOVER RUECK;Finanziari;Azionario;3.230.283,77;0,08;3.230.283,77;10.562,00;305,84;Germania;Xetra;EUR
WRB;WR BERKLEY CORP;Finanziari;Azionario;3.204.585,80;0,08;3.204.585,80;46.076,00;69,55;Stati Uniti;New York Stock Exchange Inc.;USD
SIKA;SIKA AG;Materiali;Azionario;3.141.225,69;0,07;3.141.225,69;15.236,00;206,17;Svizzera;SIX Swiss Exchange;CHF
SCHP;SCHINDLER HOLDING PAR AG;Industriali;Azionario;3.130.115,37;0,07;3.130.115,37;8.402,00;372,54;Svizzera;SIX Swiss Exchange;CHF
CHKP;CHECK POINT SOFTWARE TECHNOLOGIES;IT;Azionario;3.122.492,00;0,07;3.122.492,00;16.609,00;188,00;Israele;NASDAQ;USD
BXB;BRAMBLES LTD;Industriali;Azionario;3.104.172,03;0,07;3.104.172,03;205.621,00;15,10;Australia;Asx - All Markets;AUD
QBE;QBE INSURANCE GROUP LTD;Finanziari;Azionario;3.083.085,54;0,07;3.083.085,54;236.089,00;13,06;Australia;Asx - All Markets;AUD
BRO;BROWN & BROWN INC;Finanziari;Azionario;3.061.365,34;0,07;3.061.365,34;37.762,00;81,07;Stati Uniti;New York Stock Exchange Inc.;USD
OMV;OMV AG;Energia;Azionario;3.012.878,32;0,07;3.012.878,32;55.180,00;54,60;Austria;Wiener Boerse Ag;EUR
IT;GARTNER INC;IT;Azionario;2.984.108,49;0,07;2.984.108,49;11.957,00;249,57;Stati Uniti;New York Stock Exchange Inc.;USD
RIO;RIO TINTO LTD;Materiali;Azionario;2.978.207,49;0,07;2.978.207,49;31.508,00;94,52;Australia;Asx - All Markets;AUD
CDW;CDW CORP;IT;Azionario;2.972.773,16;0,07;2.972.773,16;20.777,00;143,08;Stati Uniti;NASDAQ;USD
FBK;FINECOBANK BANCA FINECO;Finanziari;Azionario;2.957.595,75;0,07;2.957.595,75;115.478,00;25,61;Italia;Borsa Italiana;EUR
SGRO;SEGRO REIT PLC;Immobili;Azionario;2.876.921,48;0,07;2.876.921,48;305.536,00;9,42;Regno unito;London Stock Exchange;GBP
LOGN;LOGITECH INTERNATIONAL SA;IT;Azionario;2.855.728,94;0,07;2.855.728,94;26.783,00;106,62;Svizzera;SIX Swiss Exchange;CHF
VER;VERBUND AG;Imprese di servizi di pubblica utilità;Azionario;2.816.727,36;0,07;2.816.727,36;39.247,00;71,77;Austria;Wiener Boerse Ag;EUR
FMG;FORTESCUE LTD;Materiali;Azionario;2.809.389,85;0,07;2.809.389,85;187.823,00;14,96;Australia;Asx - All Markets;AUD
3092;ZOZO INC;Consumi Discrezionali;Azionario;2.775.574,59;0,07;2.775.574,59;318.500,00;8,71;Giappone;Tokyo Stock Exchange;JPY
SNA;SNAP ON INC;Industriali;Azionario;2.743.650,14;0,06;2.743.650,14;7.931,00;345,94;Stati Uniti;New York Stock Exchange Inc.;USD
VACN;VAT GROUP AG;Industriali;Azionario;2.633.350,13;0,06;2.633.350,13;5.445,00;483,63;Svizzera;SIX Swiss Exchange;CHF
CSL;CARLISLE COMPANIES INC;Industriali;Azionario;2.616.922,38;0,06;2.616.922,38;7.914,00;330,67;Stati Uniti;New York Stock Exchange Inc.;USD
S68;SINGAPORE EXCHANGE LTD;Finanziari;Azionario;2.606.710,91;0,06;2.606.710,91;200.860,00;12,98;Singapore;Singapore Exchange;SGD
KNIN;KUEHNE UND NAGEL INTERNATIONAL AG;Industriali;Azionario;2.606.718,32;0,06;2.606.718,32;11.919,00;218,70;Svizzera;SIX Swiss Exchange;CHF
ALLE;ALLEGION PLC;Industriali;Azionario;2.600.299,20;0,06;2.600.299,20;16.260,00;159,92;Stati Uniti;New York Stock Exchange Inc.;USD
WAT;WATERS CORP;Salute;Azionario;2.578.099,81;0,06;2.578.099,81;6.851,00;376,31;Stati Uniti;New York Stock Exchange Inc.;USD
KOG;KONGSBERG GRUPPEN;Industriali;Azionario;2.568.439,85;0,06;2.568.439,85;101.678,00;25,26;Norvegia;Oslo Bors Asa;NOK
SGE;THE SAGE GROUP PLC;IT;Azionario;2.520.628,54;0,06;2.520.628,54;171.707,00;14,68;Regno unito;London Stock Exchange;GBP
RO;ROCHE HOLDING AG;Salute;Azionario;2.502.015,11;0,06;2.502.015,11;6.020,00;415,62;Svizzera;SIX Swiss Exchange;CHF
HSY;HERSHEY FOODS;Generi di largo consumo;Azionario;2.488.039,68;0,06;2.488.039,68;13.223,00;188,16;Stati Uniti;New York Stock Exchange Inc.;USD
BALL;BALL CORP;Materiali;Azionario;2.451.670,35;0,06;2.451.670,35;46.743,00;52,45;Stati Uniti;New York Stock Exchange Inc.;USD
GGG;GRACO INC;Industriali;Azionario;2.429.055,97;0,06;2.429.055,97;29.227,00;83,11;Stati Uniti;New York Stock Exchange Inc.;USD
JKHY;JACK HENRY AND ASSOCIATES INC;Finanziari;Azionario;2.396.940,00;0,06;2.396.940,00;13.000,00;184,38;Stati Uniti;NASDAQ;USD
UTHR;UNITED THERAPEUTICS CORP;Salute;Azionario;2.371.239,00;0,06;2.371.239,00;4.677,00;507,00;Stati Uniti;NASDAQ;USD
BKW;BKW N AG;Imprese di servizi di pubblica utilità;Azionario;2.280.153,15;0,05;2.280.153,15;10.828,00;210,58;Svizzera;SIX Swiss Exchange;CHF
BESI;BE SEMICONDUCTOR INDUSTRIES NV;IT;Azionario;2.199.586,54;0,05;2.199.586,54;14.269,00;154,15;Paesi Bassi;Euronext Amsterdam;EUR
CPU;COMPUTERSHARE LTD;Industriali;Azionario;2.178.265,17;0,05;2.178.265,17;97.043,00;22,45;Australia;Asx - All Markets;AUD
ELS;EQUITY LIFESTYLE PROPERTIES REIT I;Immobili;Azionario;2.176.563,84;0,05;2.176.563,84;35.288,00;61,68;Stati Uniti;New York Stock Exchange Inc.;USD
GWO;GREAT WEST LIFECO INC;Finanziari;Azionario;2.137.963,03;0,05;2.137.963,03;43.896,00;48,71;Canada;Toronto Stock Exchange;CAD
PPG;PPG INDUSTRIES INC;Materiali;Azionario;2.111.095,74;0,05;2.111.095,74;20.514,00;102,91;Stati Uniti;New York Stock Exchange Inc.;USD
ADM;ADMIRAL GROUP PLC;Finanziari;Azionario;2.065.960,66;0,05;2.065.960,66;49.029,00;42,14;Regno unito;London Stock Exchange;GBP
WSO;WATSCO INC;Industriali;Azionario;2.041.620,74;0,05;2.041.620,74;5.861,00;348,34;Stati Uniti;New York Stock Exchange Inc.;USD
1878;DAITO TRUST CONSTRUCTION LTD;Immobili;Azionario;2.038.552,83;0,05;2.038.552,83;105.100,00;19,40;Giappone;Tokyo Stock Exchange;JPY
EPI A;EPIROC CLASS A;Industriali;Azionario;1.997.555,06;0,05;1.997.555,06;89.097,00;22,42;Svezia;Nasdaq Omx Nordic;SEK
PKG;PACKAGING CORP OF AMERICA;Materiali;Azionario;1.975.010,40;0,05;1.975.010,40;9.680,00;204,03;Stati Uniti;New York Stock Exchange Inc.;USD
IAG;IA FINANCIAL INC;Finanziari;Azionario;1.974.070,95;0,05;1.974.070,95;15.307,00;128,97;Canada;Toronto Stock Exchange;CAD
GMAB;GENMAB;Salute;Azionario;1.881.639,93;0,04;1.881.639,93;5.982,00;314,55;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
8697;JAPAN EXCHANGE GROUP INC;Finanziari;Azionario;1.873.603,14;0,04;1.873.603,14;174.300,00;10,75;Giappone;Tokyo Stock Exchange;JPY
1113;CK ASSET HOLDINGS LTD;Immobili;Azionario;1.846.549,32;0,04;1.846.549,32;366.500,00;5,04;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
1038;CHEUNG KONG INFRASTRUCTURE HOLDING;Imprese di servizi di pubblica utilità;Azionario;1.836.009,95;0,04;1.836.009,95;256.000,00;7,17;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
AVY;AVERY DENNISON CORP;Materiali;Azionario;1.817.191,08;0,04;1.817.191,08;9.917,00;183,24;Stati Uniti;New York Stock Exchange Inc.;USD
TW;TRADEWEB MARKETS INC CLASS A;Finanziari;Azionario;1.750.853,58;0,04;1.750.853,58;16.923,00;103,46;Stati Uniti;NASDAQ;USD
BEAN;BELIMO N AG;Industriali;Azionario;1.750.730,48;0,04;1.750.730,48;1.810,00;967,25;Svizzera;SIX Swiss Exchange;CHF
G1A;GEA GROUP AG;Industriali;Azionario;1.718.144,00;0,04;1.718.144,00;25.749,00;66,73;Germania;Xetra;EUR
WISE;WISE PLC CLASS A;Finanziari;Azionario;1.691.827,55;0,04;1.691.827,55;141.210,00;11,98;Regno unito;London Stock Exchange;GBP
UNI;UNIPOL ASSICURAZIONI SPA;Finanziari;Azionario;1.662.297,41;0,04;1.662.297,41;70.069,00;23,72;Italia;Borsa Italiana;EUR
STMN;STRAUMANN HOLDING AG;Salute;Azionario;1.632.015,21;0,04;1.632.015,21;13.724,00;118,92;Svizzera;SIX Swiss Exchange;CHF
OMC;OMNICOM GROUP INC;Comunicazione;Azionario;1.550.805,06;0,04;1.550.805,06;18.991,00;81,66;Stati Uniti;New York Stock Exchange Inc.;USD
PAYC;PAYCOM SOFTWARE INC;Industriali;Azionario;1.519.538,88;0,04;1.519.538,88;9.248,00;164,31;Stati Uniti;New York Stock Exchange Inc.;USD
MPL;MEDIBANK PRIVATE LTD;Finanziari;Azionario;1.483.882,38;0,03;1.483.882,38;469.255,00;3,16;Australia;Asx - All Markets;AUD
MAP;MAPFRE SA;Finanziari;Azionario;1.470.985,55;0,03;1.470.985,55;295.282,00;4,98;Spagna;Bolsa De Madrid;EUR
6988;NITTO DENKO CORP;Materiali;Azionario;1.466.443,79;0,03;1.466.443,79;62.000,00;23,65;Giappone;Tokyo Stock Exchange;JPY
ERIE;ERIE INDEMNITY CLASS A;Finanziari;Azionario;1.465.483,50;0,03;1.465.483,50;5.070,00;289,05;Stati Uniti;NASDAQ;USD
ENX;EURONEXT NV;Finanziari;Azionario;1.456.815,89;0,03;1.456.815,89;9.875,00;147,53;Francia;Nyse Euronext - Euronext Paris;EUR
6383;DAIFUKU LTD;Industriali;Azionario;1.454.984,09;0,03;1.454.984,09;47.100,00;30,89;Giappone;Tokyo Stock Exchange;JPY
NTGY;NATURGY ENERGY GROUP SA;Imprese di servizi di pubblica utilità;Azionario;1.452.835,96;0,03;1.452.835,96;49.201,00;29,53;Spagna;Bolsa De Madrid;EUR
CEN;CONTACT ENERGY LTD;Imprese di servizi di pubblica utilità;Azionario;1.450.417,74;0,03;1.450.417,74;270.792,00;5,36;Nuova Zelanda;New Zealand Exchange Ltd;NZD
PME;PRO MEDICUS LTD;Salute;Azionario;1.444.433,11;0,03;1.444.433,11;10.162,00;142,14;Australia;Asx - All Markets;AUD
AGS;AGEAS SA;Finanziari;Azionario;1.441.963,88;0,03;1.441.963,88;20.788,00;69,37;Belgio;Nyse Euronext - Euronext Brussels;EUR
X;TMX GROUP LTD;Finanziari;Azionario;1.427.273,99;0,03;1.427.273,99;38.086,00;37,48;Canada;Toronto Stock Exchange;CAD
TRYG;TRYG;Finanziari;Azionario;1.413.310,50;0,03;1.413.310,50;55.892,00;25,29;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
BS6;YANGZIJIANG SHIPBUILDING (HOLDINGS;Industriali;Azionario;1.401.020,23;0,03;1.401.020,23;520.800,00;2,69;Singapore;Singapore Exchange;SGD
EPI B;EPIROC CLASS B;Industriali;Azionario;1.397.010,29;0,03;1.397.010,29;69.561,00;20,08;Svezia;Nasdaq Omx Nordic;SEK
AUTO;AUTO TRADER GROUP PLC;Comunicazione;Azionario;1.393.198,21;0,03;1.393.198,21;170.519,00;8,17;Regno unito;London Stock Exchange;GBP
AFG;AMERICAN FINANCIAL GROUP INC;Finanziari;Azionario;1.391.952,54;0,03;1.391.952,54;10.091,00;137,94;Stati Uniti;New York Stock Exchange Inc.;USD
FUTU;FUTU HOLDINGS ADR LTD;Finanziari;Azionario;1.357.578,24;0,03;1.357.578,24;8.286,00;163,84;Hong Kong;NASDAQ;USD
1308;SITC INTERNATIONAL HOLDINGS LTD;Industriali;Azionario;1.324.978,95;0,03;1.324.978,95;379.000,00;3,50;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
ITRK;INTERTEK GROUP PLC;Industriali;Azionario;1.271.625,93;0,03;1.271.625,93;20.532,00;61,93;Regno unito;London Stock Exchange;GBP
RPM;RPM INTERNATIONAL INC;Materiali;Azionario;1.251.842,70;0,03;1.251.842,70;11.694,00;107,05;Stati Uniti;New York Stock Exchange Inc.;USD
CHD;CHURCH AND DWIGHT INC;Generi di largo consumo;Azionario;1.217.606,91;0,03;1.217.606,91;14.313,00;85,07;Stati Uniti;New York Stock Exchange Inc.;USD
ORNBV;ORION CLASS B;Salute;Azionario;1.168.515,22;0,03;1.168.515,22;16.255,00;71,89;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
ASX;ASX LTD;Finanziari;Azionario;1.060.604,50;0,02;1.060.604,50;30.660,00;34,59;Australia;Asx - All Markets;AUD
EMSN;EMS-CHEMIE HOLDING AG;Materiali;Azionario;1.014.664,99;0,02;1.014.664,99;1.449,00;700,25;Svizzera;SIX Swiss Exchange;CHF
GJF;GJENSIDIGE FORSIKRING;Finanziari;Azionario;1.002.318,02;0,02;1.002.318,02;34.411,00;29,13;Norvegia;Oslo Bors Asa;NOK
G24;SCOUT24 N;Comunicazione;Azionario;914.814,83;0,02;914.814,83;9.008,00;101,56;Germania;Xetra;EUR
CVC;CVC CAPITAL PARTNERS PLC;Finanziari;Azionario;894.706,02;0,02;894.706,02;53.204,00;16,82;Paesi Bassi;Euronext Amsterdam;EUR
LUG;LUNDIN GOLD INC;Materiali;Azionario;891.085,50;0,02;891.085,50;10.681,00;83,43;Canada;Toronto Stock Exchange;CAD
SDR;SCHRODERS PLC;Finanziari;Azionario;827.433,96;0,02;827.433,96;156.080,00;5,30;Regno unito;London Stock Exchange;GBP
REA;REA GROUP LTD;Comunicazione;Azionario;824.841,26;0,02;824.841,26;6.724,00;122,67;Australia;Asx - All Markets;AUD
ICSUAGD;BLK ICS USD LIQ AGENCY DIS;Liquidità e/o derivati;Money Market;821.513,95;0,02;821.513,95;821.514,00;1,00;Irlanda;--;USD
SCHN;SCHINDLER HOLDING AG;Industriali;Azionario;818.787,15;0,02;818.787,15;2.326,00;352,02;Svizzera;SIX Swiss Exchange;CHF
83;SINO LAND LTD;Immobili;Azionario;812.053,44;0,02;812.053,44;614.000,00;1,32;Hong Kong;Hong Kong Exchanges And Clearing Ltd;HKD
MICC;MAGNUM ICE CREAM COMPANY NPV;Generi di largo consumo;Azionario;805.381,45;0,02;805.381,45;50.487,00;15,95;Paesi Bassi;London Stock Exchange;GBP
BZFUT;CASH COLLATERAL USD BZFUT;Liquidità e/o derivati;Cash Collateral and Margins;794.000,00;0,02;794.000,00;794.000,00;100,00;Stati Uniti;--;USD
DKK;DKK CASH;Liquidità e/o derivati;Contanti;777.248,86;0,02;777.248,86;4.951.853,00;15,70;Danimarca;--;DKK
3064;MONOTARO LTD;Industriali;Azionario;771.420,81;0,02;771.420,81;50.300,00;15,34;Giappone;Tokyo Stock Exchange;JPY
9697;CAPCOM LTD;Comunicazione;Azionario;755.630,85;0,02;755.630,85;33.400,00;22,62;Giappone;Tokyo Stock Exchange;JPY
CARL B;CARLSBERG AS CL B;Generi di largo consumo;Azionario;745.972,47;0,02;745.972,47;5.689,00;131,13;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
4716;ORACLE JAPAN CORP;IT;Azionario;742.920,06;0,02;742.920,06;8.500,00;87,40;Giappone;Tokyo Stock Exchange;JPY
RAA;RATIONAL AG;Industriali;Azionario;735.958,38;0,02;735.958,38;948,00;776,33;Germania;Xetra;EUR
FRES;FRESNILLO PLC;Materiali;Azionario;716.584,87;0,02;716.584,87;17.359,00;41,28;Regno unito;London Stock Exchange;GBP
CCL.B;CCL INDUSTRIES INC CLASS B;Materiali;Azionario;699.859,98;0,02;699.859,98;11.128,00;62,89;Canada;Toronto Stock Exchange;CAD
EVD;CTS EVENTIM AG;Comunicazione;Azionario;571.480,16;0,01;571.480,16;6.288,00;90,88;Germania;Xetra;EUR
ELISA;ELISA;Comunicazione;Azionario;570.074,05;0,01;570.074,05;12.984,00;43,91;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
LOTB;LOTUS BAKERIES NV;Generi di largo consumo;Azionario;478.578,87;0,01;478.578,87;53,00;9.029,82;Belgio;Nyse Euronext - Euronext Brussels;EUR
BFB;BROWN FORMAN CORP CLASS B;Generi di largo consumo;Azionario;414.198,72;0,01;414.198,72;14.352,00;28,86;Stati Uniti;New York Stock Exchange Inc.;USD
CAD;CAD CASH;Liquidità e/o derivati;Contanti;375.448,73;0,01;375.448,73;516.861,00;72,64;Canada;--;CAD
BZU;BUZZI;Materiali;Azionario;363.653,33;0,01;363.653,33;5.952,00;61,10;Italia;Borsa Italiana;EUR
ROCK B;ROCKWOOL CLASS B;Industriali;Azionario;358.282,72;0,01;358.282,72;10.154,00;35,28;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
AMUN;AMUNDI SA;Finanziari;Azionario;357.565,32;0,01;357.565,32;4.403,00;81,21;Francia;Nyse Euronext - Euronext Paris;EUR
3038;KOBE BUSSAN LTD;Generi di largo consumo;Azionario;240.652,54;0,01;240.652,54;9.700,00;24,81;Giappone;Tokyo Stock Exchange;JPY
HKD;HKD CASH;Liquidità e/o derivati;Contanti;214.724,36;0,01;214.724,36;1.670.631,00;12,85;Hong Kong;--;HKD
GBP;GBP CASH;Liquidità e/o derivati;Contanti;189.442,73;0,00;189.442,73;141.438,00;133,94;Regno unito;--;GBP
JPY;JPY CASH;Liquidità e/o derivati;Contanti;148.449,99;0,00;148.449,99;23.090.653,00;0,64;Giappone;--;JPY
SGD;SGD CASH;Liquidità e/o derivati;Contanti;131.222,96;0,00;131.222,96;169.264,00;77,53;Singapore;--;SGD
NZD;NZD CASH;Liquidità e/o derivati;Contanti;116.275,03;0,00;116.275,03;201.238,00;57,78;Nuova Zelanda;--;NZD
ILS;ILS CASH;Liquidità e/o derivati;Contanti;69.210,39;0,00;69.210,39;222.065,00;31,17;Israele;--;ILS
NOK;NOK CASH;Liquidità e/o derivati;Contanti;40.641,84;0,00;40.641,84;413.006,00;9,84;Norvegia;--;NOK
SEK;SEK CASH;Liquidità e/o derivati;Contanti;38.452,45;0,00;38.452,45;357.083,00;10,77;Svezia;--;SEK
AUD;AUD CASH;Liquidità e/o derivati;Contanti;24.601,28;0,00;24.601,28;37.187,00;66,16;Australia;--;AUD
CHF;CHF/USD;Liquidità e/o derivati;FX;258,55;0,00;258,55;561.464,00;1,00;Stati Uniti;--;USD
ETD_EUR;ETD EUR BALANCE WITH 06738C;Liquidità e/o derivati;Contanti;-0,13;0,00;-0,13;0,00;117,27;Unione Europea;--;EUR
HKD;HKD/USD;Liquidità e/o derivati;FX;-15,44;0,00;-15,44;659.935,00;1,00;Stati Uniti;--;USD
NZD;NZD/USD;Liquidità e/o derivati;FX;-6,27;0,00;-6,27;9.907,00;1,00;Stati Uniti;--;USD
SGD;SGD/USD;Liquidità e/o derivati;FX;2,23;0,00;2,23;6.960,00;1,00;Stati Uniti;--;USD
SEK;SEK/USD;Liquidità e/o derivati;FX;12,07;0,00;12,07;810.281,00;1,00;Stati Uniti;--;USD
NOK;NOK/USD;Liquidità e/o derivati;FX;110,26;0,00;110,26;281.669,00;1,00;Stati Uniti;--;USD
AUD;AUD/USD;Liquidità e/o derivati;FX;139,60;0,00;139,60;385.632,00;1,00;Stati Uniti;--;USD
2299955D;CONSTELLATION SOFTWARE INC;IT;Azionario;0,01;0,00;0,01;1.856,00;0,00;Canada;Toronto Stock Exchange;CAD
ZWPH6;MSCI WORLD INDEX MAR 26;Liquidità e/o derivati;Futures;0,00;0,00;11.405.600,00;80,00;14.257,00;--;Eurex Deutschland;USD
JPY;JPY/USD;Liquidità e/o derivati;FX;-466,65;0,00;-466,65;69.242.650,00;1,00;Stati Uniti;--;USD
DKK;DKK/USD;Liquidità e/o derivati;FX;-347,16;0,00;-347,16;897.910,00;1,00;Stati Uniti;--;USD
