;;;;;;;;;;
WisdomTree Physical Platinum;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Valuta di mercato
PHPT;Platino;Materie prime;Materie prime;100,00;100,00;50.404.367,93;277.267,00;100,00;Nessuna;USD
